ibge7_code,snapshot,avg_yearly_deforestation,lagged_deforestation,deforest_rel_forest_area,lagged_rel_forest_area,EG_InterMunicCop,EG_envir.council,EG_envir.fund,EG_envir.person,EG_envir.agency,GE_employees,GE_consortiums,GE_masterplan,ROL_div_land,ROL_U_improvement,ROL_U_neighborhood,ROL_zoning,RQ_ag_comp,RQ_nonag_comp,RQ_ag_personnel,RQ_non_ag_personnel,RQ_enterprise_incentive_existence,RQ_enterprise_restriction_existence,VA_n_candidates,VA_n_compan_communic,VA_prop_votes,VA_webpage,VA_mayor_woman,GE,RQ,VA,TT_cities_50K,munic.area.sq.km,state,forest_area,indig_land,crop_tot,distance_road,distance_river,crop_dens,cattle_tot,cattle_dens,popden,GDP_reais,pa
5104104,TS4,5.95,10.350000000000001,0.002763585694379935,0.004807245703669299,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5107909,TS1,35,147.8,0.018257694314032343,0.07709963484611372,0.5,1,1,-0.148380884,0,-0.998138279150418,0.25,1,0,0.5,0.5,0.5,0.820993894,2.456079068,0.068103395,4.309105636,1,0,-0.756854971,1.522622425,0.793750513,0,0,0.0839539069498607,1.442380332,0.009223886,65.1570248636183,3935,Mato Grosso,0.3639135959339263,0,159852.75,1.492399137,1.058904677,40.623316391359594,65786,16.718170266836086,26.660292249047014,17831.780627357715,0
5107909,TS2,6.200000000000001,35,0.003234220135628587,0.018257694314032343,0,1,1,-0.31307616,0,-1.0545659357927,0.25,1,0,1,0.5,0,1.016381599,2.373083413,0.158586218,4.302858681,1,0,-0.80473129,1.834431109,0.392373944,1,0,0.0651446880691,1.475151652,0.146910664,65.1570248636183,3935,Mato Grosso,0.3639135959339263,0,175156,1.492399137,1.058904677,44.512325285895805,74200,18.856416772554002,29.351778907242693,26003.358463366647,0
5107909,TS3,8.024999999999999,6.200000000000001,0.004186228482003129,0.003234220135628587,0,0,0,-0.291810543,0,-1.00117166556861,0.25,1,1,1,1,1,1.041461214,3.137219717,0.128794883,4.117525882,1,1,-0.125410424,2.573601506,-1.560518773,1,1,0.0829427781437966,1.737500283,0.078517701,65.1570248636183,3935,Mato Grosso,0.3639135959339263,0,226445.25,1.492399137,1.058904677,57.546442185514614,50475,12.827191867852605,32.61124523506989,39882.002178059265,2.8121686912325284e-4
5107909,TS4,12.7,8.024999999999999,0.006624934793948878,0.004186228482003129,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1702208,TS1,9.325,16.625,0.029509493670886074,0.05261075949367089,0.5,1,1,-0.148380884,0,-0.580319052741266,0,1,1,0,0,1,-0.376232791,0.09604188,0.05877545,-0.173352971,0,1,-0.756854971,-0.03035003,0.117014546,0,0,0.139893649086245,0.100871928,-0.159960106,81.1780981853942,2642,Tocantins,0.09689629068887207,0,2038,1.265109984,25.81,0.7713853141559425,87037.5,32.94379258137774,10.59509841029523,4481.929819860854,0
1702208,TS2,4.875,9.325,0.015427215189873418,0.029509493670886074,0,0,1,-0.31307616,0,-1.12401455892276,0,1,1,0,0,1,-0.508674859,-0.064593189,-0.229313758,-0.232804569,1,0,0.006336467,0.029828516,0.355919318,1,0,-0.0413381863075866,-0.005897729,0.340563946,81.1780981853942,2642,Tocantins,0.09689629068887207,0,1357.5,1.265109984,25.81,0.5138152914458743,103150.5,39.042581377744135,11.5415404996215,7567.831697698633,0
1702208,TS3,3.0250000000000004,4.875,0.009572784810126583,0.015427215189873418,0,1,1,-0.291810543,0,-0.867902772589189,0,1,1,0,0,0,-0.495028107,-0.195216671,-0.251766986,-0.251289887,1,0,0.593359769,-0.016010721,-1.496102536,1,0,0.044032409136937,-0.032216942,0.024314308,81.1780981853942,2642,Tocantins,0.09689629068887207,0,966.25,1.265109984,25.81,0.36572672218016655,121209.4,45.8778955336866,12.934235427706284,11039.896407172486,0
1702208,TS4,3.05,3.0250000000000004,0.009651898734177215,0.009572784810126583,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1100155,TS1,2.35,12.425,0.008545454545454545,0.045181818181818184,0,0,1,0.02487927,0,-0.77638406761882806,0,1,1,0.5,0,0.5,-0.124874773,1.108584198,-0.221952473,1.451244047,0,0,0.113301642,0.272347991,0.918901234,0,0,0.0745386441270573,0.3688335,0.258050719,96.3364542542572,1990,Rondonia,0.11959798994974874,0,10285,0.862673272,0.928665187,5.168341708542713,345080.5,173.40728643216082,19.43140703517588,10368.403222261013,0
1100155,TS2,0.275,2.35,0.001,0.008545454545454545,0,0,0,0.341242776,1,-0.58030646864927,0,1,1,1,0,1,-0.349878166,1.383385455,-0.277608114,1.542470528,1,0,-0.80473129,0.282647237,1.515358956,1,0,0.139897843783577,0.549728284,0.427656917,96.3364542542572,1990,Rondonia,0.11959798994974874,0,9285.25,0.862673272,0.928665187,4.6659547738693465,339526.75,170.61645728643217,18.823743718592965,14095.055293418849,0
1100155,TS3,2.35,0.275,0.008545454545454545,0.001,0,1,0,-0.242438621,1,-0.714459939632383,0,1,1,1,1,1,-0.462898098,1.059821989,-0.26116121,1.196629431,1,1,-0.844180618,0.191963318,-0.959182876,1,0,0.095180020122539,0.588732019,-0.200840874,96.3364542542572,1990,Rondonia,0.11959798994974874,0,2351,0.862673272,0.928665187,1.1814070351758794,352605.6,177.18874371859295,20.084547738693466,17736.94870303303,0
1100155,TS4,29.25,2.35,0.10636363636363637,0.008545454545454545,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5106307,TS1,76.5,135.5,0.013180565127498278,0.023345968297725707,0.5,0,0,-0.148380884,0,-0.461850598027753,0.25,0,1,0.5,0,0.5,2.66200634,2.346362677,0.30864085,0.694641147,0,0,-2.497168197,-0.004028463,0,0,0,-0.070616866009251,1.001941836,-0.624292049,336.995852922829,24181,Mato Grosso,0.2128944212398164,0.17650221248087342,86734.5,3.73017301,0.557899483,3.5868863984119765,471207.75,19.486694098672512,0.7494727265208221,12953.594879434972,0.0016413415272321242
5106307,TS2,9.65,76.5,0.001662646450723639,0.013180565127498278,0,0,0,-0.31307616,0,-0.526383876068597,0.375,0.5,1,0.5,0,1,2.477185181,1.511850777,0.629175044,0.56073557,1,0,0.817404223,0.07341795,-0.47012757,0,0,0.116205374643801,1.029824429,0.086819163,336.995852922829,24181,Mato Grosso,0.2128944212398164,0.17650221248087342,119309.25,3.73017301,0.557899483,4.934008105537405,498511,20.61581406889707,0.8291116992680203,23036.52347403205,0.0016413415272321242
5106307,TS3,14.225,9.65,0.002450895933838732,0.001662646450723639,0,1,0,-0.291810543,0,-0.553208298517279,0.5,1,1,1,0,1,2.456191417,1.986000493,0.334329065,0.720257967,1,0,-0.125410424,0.077913039,-1.092567164,1,0,0.315597233827574,1.08279649,-0.054494397,336.995852922829,24181,Mato Grosso,0.2128944212398164,0.17650221248087342,236731.25,3.73017301,0.557899483,9.789969397460816,446207.2,18.452801786526614,0.8624229767172573,36174.755745231785,0.0016413415272321242
5106307,TS4,19.75,14.225,0.003402825637491385,0.002450895933838732,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5108907,TS1,115.37499999999999,226.55,0.012647993860995395,0.024835562376671783,0,1,0,-0.148380884,0,0.960985055003754,0.25,0,1,1,0,1,4.570326233,2.056543828,0.446133579,2.764114636,1,0,0.983458256,-0.175118649,-0.662686243,1,0,0.403661685001251,1.806186379,0.330193003,310.281235075265,11528,Mato Grosso,0.6824253990284525,0.012144344205412909,89070,0.804851746,16.33,7.726405274115198,77347,6.709489937543372,0.42715562109646077,37458.73990963091,0
5108907,TS2,7.775,115.37499999999999,8.523350142512607e-4,0.012647993860995395,0,1,1,-0.31307616,0,-0.784497983231558,0.25,1,1,1,0,0,2.923904683,1.702927983,0.011435148,1.765596846,1,1,-0.80473129,-0.161964996,0.384912808,1,0,0.155167338922814,1.40064411,0.14504538,310.281235075265,11528,Mato Grosso,0.6824253990284525,0.012144344205412909,149732.5,0.804851746,16.33,12.988592990978487,83559.25,7.248373525329632,0.5716733171408744,41689.02545426956,4.713808396946565e-4
5108907,TS3,36.325,7.775,0.003982131111598334,8.523350142512607e-4,0,1,1,-0.291810543,0,-0.629993678612329,0.25,0,1,1,0,1,2.377943801,1.082719121,0.220176947,0.982304808,1,0,-0.844180618,-0.130061,0.91548733,1,0,-0.126664559537443,0.943857446,0.267826678,310.281235075265,11528,Mato Grosso,0.6824253990284525,0.012144344205412909,229125.5,0.804851746,16.33,19.875563844552396,66230,5.7451422623178345,0.6637751561415683,53105.31887088343,4.713808396946565e-4
5108907,TS4,45.3,36.325,0.004966016224512168,0.003982131111598334,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1501709,TS1,2.775,7.35,0.008210059171597632,0.021745562130177514,0.5,0,0,-0.115985156,1,-1.40138122338692,0,1,0,0,0,0,-0.489764943,-0.408487142,-0.209953714,-0.313001989,1,1,0.113301642,-0.004028463,-1.26776021,0,0,-0.133793741128973,0.096465369,-0.288614642,70.0428583903251,2107,Para,0.14523018509729474,0,12537.25,0.06954956,0.572545946,5.950284765068818,17421.75,8.268509729473184,49.07676791646891,3821.180361637159,0.13388031015662077
1501709,TS2,2.4499999999999997,2.775,0.007248520710059171,0.008210059171597632,0.5,1,0,-0.188902624,1,-1.14972500765359,0.125,1,1,0,0,0.5,-0.587783508,-0.42753472,-0.197123484,-0.282967646,1,1,0.006336467,0.04726429,0.093846311,1,0,-0.00824166921786336,0.08409844,0.275045695,70.0428583903251,2107,Para,0.14523018509729474,0,13468,0.06954956,0.572545946,6.392026578073089,19816.75,9.405196962505933,53.53239202657807,6706.228015541779,0.13388031015662077
1501709,TS3,0.125,2.4499999999999997,3.698224852071006e-4,0.007248520710059171,1,1,1,0.067558101,1,-0.890786690053706,1,1,1,1,1,1,-0.479519091,-0.384074331,-0.107980356,-0.183822947,1,1,1.312129962,0.185254478,-0.538097283,1,0,0.369737769982098,0.140767213,0.44350817,70.0428583903251,2107,Para,0.14523018509729474,0,9857.75,0.06954956,0.572545946,4.678571428571429,24967.4,11.849738965353584,57.33400569530138,8755.789085927267,0.13388031015662077
1501709,TS4,0.55,0.125,0.0016272189349112428,3.698224852071006e-4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1502152,TS1,6.800000000000001,13.575,0.004892086330935253,0.009766187050359712,0,0,0,-0.148380884,0,1.42341624890999,0,1,1,0,0.5,1,-0.295140446,0.507499356,1.344270924,0.614449023,1,1,3.593928095,-0.043510813,-1.779399646,0,0,0.80780541630333,0.69517981,0.453632112,190.430987467158,3156,Para,0.4223700887198986,1.9011406844106463e-4,2978.75,1.635675467,4.707173791,0.9438371356147022,238341,75.51996197718631,6.113989226869455,63997.34138346527,0.3826659448764258
1502152,TS2,0.95,6.800000000000001,6.83453237410072e-4,0.004892086330935253,0,1,1,0.943946604,1,0.645309793785026,0.25,1,1,0,0.5,1,-0.559409613,0.630700986,0.716187966,0.625290163,1,0,3.250607493,-0.022478806,0.6798059,1,0,0.631769931261675,0.40212825,1.232603348,190.430987467158,3156,Para,0.4223700887198986,1.9011406844106463e-4,2540.25,1.635675467,4.707173791,0.8048954372623575,174000,55.133079847908746,8.826124841571609,115160.5855269653,0.38533390903358683
1502152,TS3,1.65,0.95,0.00118705035971223,6.83453237410072e-4,0,1,1,1.144266932,1,1.12040503137852,0,1,1,1,1,1,-0.342054275,2.426714265,0.752175571,2.713890752,0,0,-0.125410424,0.124874919,1.474869535,1,0,0.706801677126173,0.925121052,0.587364778,190.430987467158,3156,Para,0.4223700887198986,1.9011406844106463e-4,6458,1.635675467,4.707173791,2.046261089987326,200057.8,63.38967046894803,10.449382129277566,71061.20549149819,0.38533390903358683
1502152,TS4,1.2,1.65,8.633093525179855e-4,0.00118705035971223,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2100477,TS1,2.0999999999999996,52.074999999999996,0.039622641509433953,0.9825471698113206,0,0,0,-0.148380884,0,-0.949753735959807,0,1,0,0,0,0,-0.516737791,-0.905838109,-0.234636294,-0.707170112,0,0,-0.756854971,-0.148797082,-0.585031382,0,0,0.0167487546800643,-0.394063718,-0.335471588,118.687416064948,1951,Maranhao,0.022039979497693492,0.00194771911840082,24334.25,5.876470024,17.95,12.472706304459251,53043,27.187596104561763,17.362506406970784,2819.303748422474,0
2100477,TS2,0.9,2.0999999999999996,0.016981132075471698,0.039622641509433953,0,0,0,-0.31307616,0,0.149481265586003,0,1,0,0,0,0,-0.701088931,-0.889658931,-0.316300254,-0.724291991,0,0,0.006336467,-0.144529223,-0.455842858,1,0,0.383160421862001,-0.438556685,0.137623402,118.687416064948,1951,Maranhao,0.022039979497693492,0.00194771911840082,17501,5.876470024,17.95,8.97027165556125,38924.5,19.95105074320861,16.220271655561252,3954.344580235893,0
2100477,TS3,0.15000000000000002,0.9,0.0028301886792452833,0.016981132075471698,0,0,0,-0.291810543,0,-0.296425609367728,0,1,0,0,0,0,-0.573292546,-0.86845599,-0.316547984,-0.717093253,0,0,1.312129962,-0.17031404,-0.370181062,1,0,0.234524796877424,-0.412564962,0.485487225,118.687416064948,1951,Maranhao,0.022039979497693492,0.00194771911840082,7549.25,5.876470024,17.95,3.8694259354177345,42771.2,21.92270630445925,16.032034853921065,5615.681698291159,0
2100477,TS4,0.2,0.15000000000000002,0.0037735849056603774,0.0028301886792452833,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5107776,TS1,66.65,158.15,0.019931220095693782,0.04729366028708134,0.5,1,0,-0.148380884,0,-0.347855600278494,0.25,0,0,0,0,1,1.686475956,-0.167996995,0.682551408,-0.477205521,0,0,0.983458256,-0.175118649,-0.920069095,1,0,-0.0326185334261647,0.287304141,0.26584729,409.695613157749,6459,Mato Grosso,0.42870413376683697,0.19120606905093668,7588,4.380744091,18.98,1.1747948598854312,171114.75,26.49245239201115,1.0953708004335037,5825.469964664311,7.249109769314135e-8
5107776,TS2,8.875,66.65,0.002654007177033493,0.019931220095693782,0,0,0,-0.31307616,0,-0.268224605065164,0.375,0.5,1,0.5,0,0,1.024168489,-0.282215218,0.800137507,-0.44788482,1,0,0.817404223,-0.17940077,-1.06628291,1,0,0.202258464978279,0.349034326,0.187780328,409.695613157749,6459,Mato Grosso,0.42870413376683697,0.19120606905093668,8325,4.380744091,18.98,1.2888992104040873,186876,28.93265211333024,1.1665505496206843,9104.535651481468,7.249109769314135e-8
5107776,TS3,12.175,8.875,0.0036408492822966507,0.002654007177033493,0,0,1,-0.291810543,0,-0.253902502949593,0.25,0,1,1,0,1,0.692859293,-0.537037162,0.302724597,-0.32198856,0,0,-0.125410424,-0.18373172,-0.509931556,1,0,-0.001300834316531,0.022759695,0.091164505,409.695613157749,6459,Mato Grosso,0.42870413376683697,0.19120606905093668,26573,4.380744091,18.98,4.114104350518656,196981,30.497135779532435,1.2136940702895185,17150.722326753195,7.249109769314135e-8
5107776,TS4,16.1,12.175,0.004814593301435407,0.0036408492822966507,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1503044,TS1,45.050000000000004,18.625,0.07361111111111111,0.030433006535947712,0,0,0,1.389188044,1,-0.0202619947466055,0,1,0,0,0,0,-0.592883293,-0.611174176,-0.264300313,-0.50905159,1,0,0.983458256,-0.161957865,-1.585036633,1,0,0.326579335084465,-0.162901562,0.099605406,194.020576839546,3454,Para,0.12072958888245512,8.97510133178923e-4,17116.25,4.635946951,21.17,4.955486392588304,164592,47.65257672264042,4.415387955993052,8807.081618936774,0
1503044,TS2,8.55,45.050000000000004,0.013970588235294118,0.07361111111111111,0,1,1,-0.112211766,1,-0.102864650948321,0,1,0,0,0,0,-0.378936473,-0.573169212,-0.228264681,-0.449382469,1,0,0.006336467,-0.109657675,-0.406299106,1,0,0.29904511635056,-0.104958806,0.15000934,194.020576839546,3454,Para,0.12072958888245512,8.97510133178923e-4,15500,4.635946951,21.17,4.487550665894615,155525.25,45.02757672264042,5.046902142443543,18049.695961450205,0
1503044,TS3,3.85,8.55,0.006290849673202615,0.013970588235294118,0,1,1,0.120825526,1,0.124239278649058,0,1,0,0,0,0,-0.122523543,-0.556098571,-0.095753089,-0.29363213,1,0,0.593359769,-0.15689636,-0.319986803,1,0,0.374746426216353,-0.011334556,0.318343242,194.020576839546,3454,Para,0.12072958888245512,8.97510133178923e-4,19222.5,4.635946951,21.17,5.5652866242038215,176826.6,51.19473074696005,5.538144180660105,16471.76109259622,0
1503044,TS4,2.7,3.85,0.004411764705882353,0.006290849673202615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5108956,TS1,44.3,140.5,0.01251059022874894,0.039678057046032195,0.5,0,1,-0.148380884,0,-0.0209849555477974,0.25,0,0,1,0,0,0.228066518,1.617851258,-0.211804101,0.76739102,1,0,-0.756854971,-0.175118649,-1.081412463,0,1,0.0763383481507342,0.566917449,-0.209566859,393.165506450985,5277,Mato Grosso,0.5690733371233655,0,4223.5,8.373008072,1.728552769,0.800360053060451,346284.25,65.62142315709684,1.6121375781694145,11086.367510064945,0
5108956,TS2,4.6000000000000005,44.3,0.0012990680598700933,0.01251059022874894,0,1,0,-0.31307616,0,-0.212036839502619,0.375,0,0,1,0,1,0.33700776,1.81040006,-0.223771473,1.050193437,1,1,-0.80473129,-0.083504014,0.200623883,1,1,0.054321053499127,0.828971631,0.348973148,393.165506450985,5277,Mato Grosso,0.5690733371233655,0,1542.25,8.373008072,1.728552769,0.2922588592003032,400690.5,75.93149516770893,1.5714894826606025,13501.492267341955,0
5108956,TS3,8.274999999999999,4.6000000000000005,0.0023369104772663087,0.0012990680598700933,0,1,1,-0.291810543,0,-0.356916471497381,0.25,0,1,1,0,1,0.992534252,3.315288437,0.053091939,1.180369698,1,0,-0.844180618,0.004115799,-0.545954163,1,1,-0.0356388238324603,1.090214054,0.152466305,393.165506450985,5277,Mato Grosso,0.5690733371233655,0,1236,8.373008072,1.728552769,0.23422399090392268,384945.2,72.94773545575137,1.627676710252037,19882.27144395611,0
5108956,TS4,22.6,8.274999999999999,0.006382377859361763,0.0023369104772663087,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2100956,TS1,20.75,19.025,0.018090671316477767,0.01658674803836094,0,0,1,-0.148380884,0,-0.329895024807547,0,1,0,0,0,0,-0.567661418,-0.62107188,-0.264300313,-0.615468399,0,1,-0.756854971,-0.175118649,0.660999432,0,0,0.223368325064151,-0.178083668,-0.023963885,221.597149847574,3075,Maranhao,0.3505691056910569,0.13873170731707318,15532.5,4.747310995,19.59,5.0512195121951216,74902.5,24.358536585365854,8.886991869918699,3108.2023602598115,0
2100956,TS2,24.45,20.75,0.02131647776809067,0.018090671316477767,0,0,0,-0.31307616,0,-0.148706871196277,0.125,1,0,0,0,0.5,-0.792132146,-0.621937974,-0.316300254,-0.623912045,1,1,-0.80473129,-0.135811336,-0.148994722,1,0,0.325431042934574,-0.05904707,0.011568497,221.597149847574,3075,Maranhao,0.3505691056910569,0.13873170731707318,17912.25,4.747310995,19.59,5.825121951219512,84611.75,27.5160162601626,10.00130081300813,4773.15796319178,0
2100956,TS3,13.375,24.45,0.011660854402789887,0.02131647776809067,0,1,0,-0.291810543,0,0.0115203689986805,0,1,1,0,0,1,-0.613447248,-0.549858489,-0.316547984,-0.591058018,0,0,-0.844180618,-0.17702288,0.963810993,1,1,0.337173456332893,-0.345151957,0.529907594,221.597149847574,3075,Maranhao,0.3505691056910569,0.13873170731707318,15020.75,4.747310995,19.59,4.88479674796748,101728.2,33.082341463414636,10.39910569105691,6952.10188493382,0
2100956,TS4,15.1,13.375,0.013164777680906712,0.011660854402789887,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5106802,TS1,76.74999999999999,270.5,0.014672146817052187,0.05171095392850315,0.5,0,0,-0.148380884,0,-0.729987373115241,0.25,0,0,1,0,0,1.969541313,1.531543227,0.239377685,1.648027805,0,0,-0.756854971,-0.161957865,-0.172068526,0,1,-0.159995791038414,0.898081672,0.017769126,236.605071533968,7048,Mato Grosso,0.5818671963677639,0,66308.75,4.787931459,1.414843079,9.408165437003404,151211,21.4544551645857,0.9016032917139614,16331.103942088284,0
5106802,TS2,14.674999999999999,76.74999999999999,0.00280539093863506,0.014672146817052187,0,0,0,-0.31307616,0,-0.115229185911351,0.25,0,0,1,0,1,2.764505805,2.57360758,0.555746052,1.415956765,1,0,-0.80473129,-0.144529223,0.569523591,0,1,0.0449236046962163,1.384969367,0.191198075,236.605071533968,7048,Mato Grosso,0.5818671963677639,0,62455.75,4.787931459,1.414843079,8.861485527809307,170079.5,24.13159761634506,0.8045544835414302,35071.21065161802,0
5106802,TS3,17.75,14.674999999999999,0.003393232651500669,0.00280539093863506,0,1,1,-0.291810543,0,0.446156499814977,0.25,0,1,1,0,0,2.574024412,2.056872663,1.856599063,1.022503022,1,0,-0.844180618,-0.14347868,0.772323572,0,1,0.232052166604992,1.418333193,0.232035739,236.605071533968,7048,Mato Grosso,0.5818671963677639,0,180932.75,4.787931459,1.414843079,25.671502553916003,147876.4,20.98132803632236,0.7587968217934166,66029.58115183246,0
5106802,TS4,26,17.75,0.004970368954310839,0.003393232651500669,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1100130,TS1,122.575,179.22500000000002,0.01906298600311042,0.027873250388802492,0,0,0,-0.038593343,1,-0.660463127359585,0,0,1,1,0.5,0.5,-0.41206075,0.533634819,-0.187457682,0.591887121,0,0,0.983458256,-0.148797082,-1.59252873,0,0,-0.220154375786528,0.087667251,-0.152267619,420.463682518476,8590,Rondonia,0.6554132712456344,8.381839348079162e-4,22732,0.525838925,19.53,2.6463329452852156,215094,25.040046565774155,3.5520663562281722,7685.231341510377,0.3311608902793946
1100130,TS2,42.275000000000006,122.575,0.006574650077760498,0.01906298600311042,0.5,0,0,-0.09504688,1,-0.755803079858669,0.25,0.5,1,1,0,1,-0.164224724,0.454728878,-0.213663184,0.502969138,1,0,0.817404223,-0.100939788,-1.250858618,1,0,-0.00193435995288967,0.263301685,0.141636401,420.463682518476,8590,Rondonia,0.6554132712456344,8.381839348079162e-4,20594.25,0.525838925,19.53,2.397467986030268,241638,28.13015133876601,3.7391443538998836,10992.50449496797,0.3311608902793946
1100130,TS3,83.64999999999999,42.275000000000006,0.01300933125972006,0.006574650077760498,0,0,0,-0.077191796,1,-0.890696682882537,0,1,1,1,1,1,-0.312426397,0.395261923,-0.254772371,0.322298276,0,0,0.593359769,-0.10993448,-0.399443801,1,0,0.0364344390391543,0.025060239,0.298478992,420.463682518476,8590,Rondonia,0.6554132712456344,8.381839348079162e-4,19526.5,0.525838925,19.53,2.2731664726426075,268742.4,31.28549476135041,4.2814610011641445,13936.129861125273,0.3311608902793946
1100130,TS4,86.75,83.64999999999999,0.01349144634525661,0.01300933125972006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5102793,TS1,7.300000000000001,31.775,0.009530026109660574,0.04148172323759791,0.5,1,1,-0.148380884,0,-0.372147177051446,0,1,0,0.5,0.5,0,-0.190028833,0.36527851,-0.222495726,0.217071774,1,1,-0.756854971,-0.175118649,0.695839435,0,0,0.209284274316185,0.361637621,-0.015253884,210.318712320893,2417,Mato Grosso,0.2834091849400083,0,3124.25,1.060359082,1.268513116,1.2926148117501035,229658.5,95.01799751758378,4.419942076954903,6380.370682392587,0
5102793,TS2,0.325,7.300000000000001,4.2428198433420365e-4,0.009530026109660574,0,1,0,-0.31307616,0,-0.278179399624029,0.25,1,0,1,0.5,1,0.108824535,0.340422646,-0.048845465,0.079807147,1,1,-0.80473129,-0.144529223,0.231164092,1,0,0.323940200125324,0.413368144,0.106608201,210.318712320893,2417,Mato Grosso,0.2834091849400083,0,1544.75,1.060359082,1.268513116,0.6391187422424494,238676.5,98.74906909391808,4.630740587505172,7897.1096716551265,0
5102793,TS3,3.35,0.325,0.0043733681462141,4.2428198433420365e-4,0,1,0,-0.291810543,0,-0.412499691700385,0.25,1,1,1,1,1,0.176183459,0.328402916,-0.048584268,0.309984921,1,0,-0.844180618,-0.15018752,1.492303015,1,1,0.279166769433205,0.294331171,0.662030599,210.318712320893,2417,Mato Grosso,0.2834091849400083,0,7232.75,1.060359082,1.268513116,2.9924493173355398,238882.6,98.83434009102193,4.31743897393463,15246.524999401068,0
5102793,TS4,2.4,3.35,0.0031331592689295036,0.0043733681462141,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1505486,TS1,230.57500000000002,530.1,0.026515064397424105,0.0609590616375345,0,1,0,-0.148380884,0,-0.362764624161872,0,1,0,0,0,0,-0.528468423,-0.28815981,-0.229494356,-0.22104234,0,0,0.113301642,-0.122475515,-0.104278526,0,0,0.212411791946043,-0.211194155,0.002255779,301.610849967898,11851,Para,0.6662728883638511,2.7845751413382836e-4,18711.25,0.52577312,0.58659722,1.578875200405029,318731.75,26.894924478946923,2.977428065142182,5008.24984767114,0
