ibge7_code,snapshot,avg_yearly_deforestation,lagged_deforestation,deforest_rel_forest_area,lagged_rel_forest_area,EG_InterMunicCop,EG_envir.council,EG_envir.fund,EG_envir.person,EG_envir.agency,GE_employees,GE_consortiums,GE_masterplan,ROL_div_land,ROL_U_improvement,ROL_U_neighborhood,ROL_zoning,RQ_ag_comp,RQ_nonag_comp,RQ_ag_personnel,RQ_non_ag_personnel,RQ_enterprise_incentive_existence,RQ_enterprise_restriction_existence,VA_n_candidates,VA_n_compan_communic,VA_prop_votes,VA_webpage,VA_mayor_woman,GE,RQ,VA,TT_cities_50K,munic.area.sq.km,state,forest_area,indig_land,crop_tot,distance_road,distance_river,crop_dens,cattle_tot,cattle_dens,popden,GDP_reais,pa
1505502,TS1,145.7,155.075,0.012040327245682174,0.012815056606891992,0,1,0,-0.148380884,0,-1.06963968291492,0,1,0,1,0.5,0,1.677280129,0.561702508,0.59685334,2.604279363,1,1,-1.627011584,0.272347991,1.971648455,1,0,-0.0232132276383067,1.240019223,0.336159218,287.555507751448,19465,Para,0.5782686873876188,0.05042897508348317,44406.25,11.05,23.27,2.2813382995119444,435584.75,22.377844849730284,4.651412792191112,10351.477665887083,2.3908132648343183e-4
1505502,TS2,60.824999999999996,145.7,0.005026444095529295,0.012040327245682174,0,1,1,-0.31307616,0,-0.963429293043253,0,0.5,0,0.5,0,0.5,0.729713637,0.45442692,0.218074556,1.747735494,1,1,-0.80473129,0.204186254,1.181122536,1,0,-0.154476431014418,0.858325101,0.344097812,287.555507751448,19465,Para,0.5782686873876188,0.05042897508348317,59979.75,11.05,23.27,3.081415360904187,315927,16.230516311328024,5.081877729257642,17280.808744550453,2.3908132648343183e-4
1505502,TS3,23.7,60.824999999999996,0.001958515825138418,0.005026444095529295,0,1,1,-0.291810543,0,-0.890347569413883,0,1,1,1,1,1,0.291565371,0.362732518,0.774915429,1.285378077,1,1,-0.844180618,0.319431278,1.055769453,1,0,0.0365508101953723,0.785765233,0.302897209,287.555507751448,19465,Para,0.5782686873876188,0.05042897508348317,92617.5,11.05,23.27,4.75815566401233,332156.6,17.064300025687128,5.455291548933984,25106.081944866262,2.3908132648343183e-4
1505502,TS4,19.1,23.7,0.0015783819519048013,0.001958515825138418,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1507300,TS1,953.0749999999999,1339.1,0.013461511299435028,0.018913841807909604,0,1,1,-0.148380884,0,-0.621382131940843,0,1,0,1,0.5,0,-0.338437402,-0.052754268,-0.013529417,-0.202975854,1,1,-0.756854971,-0.135636298,-0.46174255,0,0,0.126205956019719,0.23205051,-0.30464938,1078.74239248462,84253,Para,0.7800909166439177,0.5432542461396034,14206.75,15.03,26.83,0.168620108482784,1661007.5,19.71452055119699,0.611227493383025,6528.792034603453,0.06102762995252395
1507300,TS2,276.9,953.0749999999999,0.003911016949152542,0.013461511299435028,0,1,1,-0.31307616,0,-1.09652301200984,0,1,0,0,0.5,0,-0.369090871,-0.525913264,-0.21422624,-0.461163884,1,1,0.817404223,-0.15324711,-1.515197986,1,0,-0.0321743373366133,0.071600957,0.075551559,1078.74239248462,84253,Para,0.7800909166439177,0.5432542461396034,18619.75,15.03,26.83,0.2209980653507887,2044965.25,24.2717202948263,1.0508438868645626,8272.20786848399,0.06102762995252395
1507300,TS3,221.6,276.9,0.0031299435028248586,0.003911016949152542,0,1,1,-0.291810543,0,-1.34807238847994,0,1,1,1,1,1,-0.382143224,-0.688372736,-0.107239871,-0.494899085,1,1,-0.844180618,-0.130061,0.570386323,1,1,-0.116024129493313,0.054557514,0.431551426,1078.74239248462,84253,Para,0.7800909166439177,0.5432542461396034,18835.5,15.03,26.83,0.22355880502771414,2212560.4,26.260909403819447,1.3511061920643774,12419.41498531863,0.06102762995252395
1507300,TS4,266.8,221.6,0.0037683615819209043,0.0031299435028248586,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1504208,TS1,226.14999999999998,333.90000000000003,0.025545012989946908,0.037716028464927144,0.5,1,1,0.358521015,1,-0.489755449931856,0.25,1,1,1,1,0,-0.420264234,0.35255224,-0.047295932,2.280760108,0,1,0.113301642,0.864583249,-0.491997304,1,0,0.253414850022715,0.527625364,0.155326085,285.921410338543,15161,Para,0.5116417122881076,0.014293252423982586,13354,2.207696165,0.732492783,0.8808126113053228,578437.75,38.153007717169054,13.076677000197876,16233.62176585265,0.2669453306760768
1504208,TS2,77.275,226.14999999999998,0.008728679543657518,0.025545012989946908,0,1,1,1.881509622,1,-0.412376741148121,0.125,1,1,1,0.5,0.5,-0.46922293,0.449239297,-0.208561975,2.027327897,1,1,1.62847198,1.075974946,-0.199519819,1,0,0.23754108628396,0.633130382,0.60723804,285.921410338543,15161,Para,0.5116417122881076,0.014293252423982586,9773.75,2.207696165,0.732492783,0.6446639403733263,611250,40.31726139436713,15.154161994591385,18151.946716517465,0.2669453306760768
1504208,TS3,66.225,77.275,0.007480515079634022,0.008728679543657518,0,1,1,0.073207676,1,-0.504075390386613,0,1,1,1,1,1,-0.565818933,0.512649776,-0.265249856,1.349231563,1,0,0.593359769,1.319048433,-0.426211298,1,0,0.165308203204462,0.338468758,0.291787118,285.921410338543,15161,Para,0.5116417122881076,0.014293252423982586,12858.5,2.207696165,0.732492783,0.8481300705758196,881679.8,58.1544621067212,17.115691577072752,28824.40893903835,0.2669453306760768
1504208,TS4,46.8,66.225,0.0052863436123348016,0.007480515079634022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5105101,TS1,217.825,343.84999999999997,0.0143419146694759,0.022639583882012114,0.5,1,0,-0.148380884,0,-0.963436205270342,0.25,1,1,0,0,0,1.226892081,2.5448813,0.343926067,1.927044059,0,0,-0.756854971,0.19338329,-0.237402281,0,0,0.095521264909886,1.007123918,-0.248564313,500.55431116031,22666,Mato Grosso,0.601120621194741,0.12265066619606459,3198.75,2.546902656,0.123580761,0.14112547427865527,881993.75,38.912633459807644,1.506364157769346,9455.983247054688,0
5105101,TS2,29.975,217.825,0.001973597577034501,0.0143419146694759,0.5,1,0,-0.31307616,0,-0.824108826327314,0.5,1,0,1,1,1,1.214636473,2.187578982,0.567570141,2.100731286,1,1,0.817404223,0.178032593,-3.462749355,0,0,0.225297057890895,1.345086147,-0.661336283,500.55431116031,22666,Mato Grosso,0.601120621194741,0.12265066619606459,3223.75,2.546902656,0.123580761,0.14222844789552633,936175.75,41.303086120180005,1.456862701844172,14757.381988870802,0
5105101,TS3,32.125,29.975,0.002115156702659995,0.001973597577034501,0,1,1,-0.291810543,0,-1.11866008366111,0.25,1,1,0,0,1,1.194705303,1.789360118,0.760192931,1.704272377,1,0,-0.844180618,0.191963318,-0.371989756,1,1,0.0437799721129633,1.074755122,0.195957407,500.55431116031,22666,Mato Grosso,0.601120621194741,0.12265066619606459,30535.75,2.546902656,0.123580761,1.3472050648548486,952953.6,42.04330715609282,1.479936909909115,23277.062387741564,0
5105101,TS4,18.65,32.125,0.0012279431129839345,0.002115156702659995,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2110005,TS1,22.575,53.425000000000004,0.027035928143712574,0.06398203592814372,0,0,0,-0.148380884,0,-1.01834075977239,0,1,0,0,0.5,0,-0.606862759,-0.712099532,-0.222223961,-0.580033239,0,0,0.983458256,-0.161957865,-0.781502148,0,0,-0.00611358659079664,-0.353536582,0.050489027,136.662226293491,6245,Maranhao,0.10472377902321857,0.006869495596477182,42372.25,0.40821874,11.73,6.784987990392314,169585.25,27.155364291433145,12.180464371497198,3294.5771490922475,0
2110005,TS2,9.15,22.575,0.01095808383233533,0.027035928143712574,0,0,0,-0.31307616,0,-0.216019974107292,0,1,0,0,0,0,-0.59676284,-0.719565059,-0.27467482,-0.478637046,1,0,0.817404223,-0.127093449,-0.336557673,1,0,0.261326675297569,-0.178273294,0.370211638,136.662226293491,6245,Maranhao,0.10472377902321857,0.006869495596477182,44334.5,0.40821874,11.73,7.09919935948759,204101,32.68230584467574,11.807125700560448,5559.103823802646,0
2110005,TS3,4.45,9.15,0.00532934131736527,0.01095808383233533,0,0,0,-0.291810543,0,-0.195114427258182,0,1,1,1,0,1,-0.58214618,-0.616423506,-0.285330396,-0.543244574,0,0,1.312129962,-0.12335216,-0.349097635,1,1,0.268295190913939,-0.337857443,0.740758082,136.662226293491,6245,Maranhao,0.10472377902321857,0.006869495596477182,30365,0.40821874,11.73,4.862289831865493,211781.4,33.91215372297838,11.753482786228982,7629.649661787045,0
2110005,TS4,5.15,4.45,0.006167664670658683,0.00532934131736527,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2100055,TS1,47.125,58.949999999999996,0.04970991561181434,0.06218354430379747,0,1,1,-0.148380884,0,-0.144644195044754,0.5,1,0,1,0,1,1.338054983,0.091129494,3.081938882,1.178824791,0,0,0.113301642,0.719814631,0.440105659,1,0,0.451785268318415,0.948324692,0.388351825,78.2252395700846,5846,Maranhao,0.1264112213479302,0,9067.5,0.566315252,2.690248785,1.5510605542251112,420390,71.91070817653096,17.40579028395484,11107.085944813116,0
2100055,TS2,13.399999999999999,47.125,0.014135021097046412,0.04970991561181434,0,1,0,-0.31307616,0,-0.727863366456657,0,1,0,0.5,0.5,0,1.039443553,0.192538995,5.029469032,0.97381449899999994,1,1,0.006336467,0.596491166,-0.09091749,1,1,0.0907122111811143,1.539211013,0.478854744,78.2252395700846,5846,Maranhao,0.1264112213479302,0,5446.5,0.566315252,2.690248785,0.9316626753335614,430308.5,73.60733835100923,17.826462538487856,12469.496754259286,0
2100055,TS3,7.575,13.399999999999999,0.007990506329113925,0.014135021097046412,0,1,1,-0.291810543,0,-0.434676979990429,0.25,1,1,0,1,1,0.330680057,0.37620575,3.759368116,1.082937062,1,0,0.593359769,0.453608077,1.064719215,1,1,0.27177434000319,1.091531831,0.914519746,78.2252395700846,5846,Maranhao,0.1264112213479302,0,13779.75,0.566315252,2.690248785,2.357124529592884,421403.6,72.08409168662332,18.67871193978789,18311.576228928323,0
2100055,TS4,7.35,7.575,0.007753164556962025,0.007990506329113925,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1506708,TS1,258.8,337.525,0.044860461085110076,0.058506673600277344,0,0,0,-0.148380884,0,-0.95938589181793,0,1,1,1,0,1,0.262707699,-0.057547219,0.271750207,-0.178302666,0,0,0.983458256,-0.122475515,-1.026620026,0,0,0.01353803606069,0.049768004,-0.010790443,250.378216937617,11609,Para,0.36936859333275907,0,14697,8.140411116,1.015051683,1.2660005168403825,506224.75,43.606232233611856,3.988974071840813,6328.44432927356,0.0010437687793952968
1506708,TS2,31.1,258.8,0.005390882301958745,0.044860461085110076,0,1,1,-0.31307616,0,-1.16010398523901,0,1,1,1,0,0.5,-0.100676861,-0.227078282,-0.083165002,-0.352815038,0,0,-0.80473129,-0.06606824,0.770523955,1,0,-0.05336799507967,-0.127289197,0.241448166,250.378216937617,11609,Para,0.36936859333275907,0,11259.75,8.140411116,1.015051683,0.9699155827375312,564465.75,48.623115686105606,4.935222672064778,7393.491351474002,0.0010437687793952968
1506708,TS3,24.8,31.1,0.004298838620211475,0.005390882301958745,0,1,1,-0.291810543,0,-1.07935782290061,0,1,1,1,0,1,-0.196529483,-0.360019077,-0.175354399,-0.360566177,0,0,1.312129962,-0.009301881,-1.931815726,1,0,-0.0264526076335367,-0.182078189,0.095078559000000007,250.378216937617,11609,Para,0.36936859333275907,0,58137.75,8.140411116,1.015051683,5.007989490912223,604378.4,52.06119390128349,5.686536308036868,11533.045519957586,0.0010437687793952968
1506708,TS4,13.9,24.8,0.002409429710521754,0.004298838620211475,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1502764,TS1,308.45,388.625,0.02788374615801844,0.03513153136864943,0,1,0,0.24365742,0,-0.407506202050871,0,0,0,1,0,0,1.515447281,-0.739854622,2.28365858,-0.568184592,1,0,-0.756854971,-0.175118649,-0.379656734,0,0,-0.135835400683624,0.581844441,-0.284127926,509.418963556737,17105,Para,0.5473253434668226,0.24211049400760012,13990,12.53,13.37,0.8178895059923998,497043.75,29.058389359836305,0.4995469161064016,8282.149858100003,0
1502764,TS2,49.7,308.45,0.004492858434279516,0.02788374615801844,0,1,1,0.00300467,1,-0.173343404933959,0,0,0,1,0,1,1.353549877,-0.888970858,2.215778716,-0.705354378,1,0,-0.80473129,-0.17940077,-0.025834941,1,1,-0.0577811349779863,0.495833893,0.292358442,509.418963556737,17105,Para,0.5473253434668226,0.24211049400760012,8798.75,12.53,13.37,0.5143963753288512,665064.5,38.88129201987723,0.6476322712657118,13971.709056441967,0
1502764,TS3,34.025000000000006,49.7,0.003075845235942868,0.004492858434279516,0,1,1,1.32033517,1,0.212145584794851,0,0,0,1,0,1,1.080938698,-0.891205116,1.80136121,-0.688120121,1,0,-0.844180618,-0.17702288,-0.24103228,1,1,0.070715194931617,0.383829112,0.228696776,509.418963556737,17105,Para,0.5473253434668226,0.24211049400760012,14172.25,12.53,13.37,0.8285442852966969,778917.4,45.53741011400176,0.7155948553054663,21825.58362778538,0
1502764,TS4,36.05,34.025000000000006,0.0032589043572590847,0.003075845235942868,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1506187,TS1,90.70000000000002,202.475,0.02232890201871,0.04984613490891186,0.5,1,1,-0.148380884,0,-0.670161673612268,0,1,0,1,0,0,1.761566391,0.602703331,0.802791046,1.281256875,1,0,0.983458256,0.048614671,-1.904623704,0,0,0.109946108795911,0.908052941,-0.230291362,213.96909182845,8286,Para,0.3787110789283128,4.827419744146754e-4,10258,6.767676484,16.93,1.237991793386435,364562.75,43.997435433260925,5.543386434950519,5764.619822565722,0
1506187,TS2,31.250000000000004,90.70000000000002,0.007693254554406697,0.02232890201871,0,1,1,-0.31307616,0,-0.787999441000513,0,1,0,0.5,0,0,1.130832359,0.118774749,0.543977538,0.486548948,1,0,0.006336467,0.029828516,-1.377512688,1,1,0.070666852999829,0.546688932,0.157205945,213.96909182845,8286,Para,0.3787110789283128,4.827419744146754e-4,13790.75,6.767676484,16.93,1.664343470914796,348439.75,42.05162321988897,5.741039102099927,7201.486223007027,0
1506187,TS3,24.2,31.250000000000004,0.005957656326932546,0.007693254554406697,0,1,1,-0.291810543,0,-1.03080566325288,0,1,1,1,0,1,0.703032441,0.278994976,0.105271332,0.387156906,0,0,0.593359769,0.124874919,-1.040281558,1,1,-0.0102685544176266,0.245742609,0.388269553,213.96909182845,8286,Para,0.3787110789283128,4.827419744146754e-4,25206.5,6.767676484,16.93,3.0420588945208786,348850.4,42.10118271783732,6.000241370987207,10410.396637032865,0
1506187,TS4,22.2,24.2,0.005465288035450517,0.005957656326932546,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1506583,TS1,147.075,278.55,0.04394233642067523,0.0832237824917837,0,0,0,-0.148380884,0,-0.99704516980677,0.25,1,0,0,0,0,2.125548536,-0.830918324,0.376510885,-0.699398267,1,0,0.113301642,-0.175118649,0.256484597,0,0,0.0843182767310767,0.328623805,0.09244656,196.745138570145,10351,Para,0.23002608443628636,0.001613370688822336,31265,13.6,6.514140494,3.0204811129359483,551743,53.30335233310791,1.4531929282194957,6213.8080042547535,0
1506583,TS2,31.724999999999998,147.075,0.009478637585897818,0.04394233642067523,0,1,1,-0.31307616,0,-0.512622449508602,0,1,0,0.5,0,0,0.835165675,-0.70486001,-0.064291647,-0.62088437,1,1,0.006336467,-0.15324711,-1.599121002,0,0,0.162459183497133,0.240854941,-0.398196134,196.745138570145,10351,Para,0.23002608443628636,0.001613370688822336,12398.75,13.6,6.514140494,1.1978311274273017,475798.75,45.96645251666506,1.7104627572215245,9005.608585145439,0
1506583,TS3,18.175,31.724999999999998,0.005430236032267703,0.009478637585897818,0,1,1,-0.291810543,0,-0.00700524450125548,0,1,1,1,0,0,0.137075656,-0.628958515,-0.090016559,-0.540721424,1,0,0.593359769,-0.11664332,-0.815025163,1,0,0.330998251832915,-0.020436807,0.194583652,196.745138570145,10351,Para,0.23002608443628636,0.001613370688822336,18109,13.6,6.514140494,1.7494928026277654,549444,53.081248188580815,1.900589315042025,15115.80338535048,0
1506583,TS4,17.8,18.175,0.005318195398864655,0.005430236032267703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1500347,TS1,38.275,116.4,0.013748204022988505,0.04181034482758621,0,1,1,0.067687223,1,-1.21730958861916,0,1,0,0.5,0,0,-0.703232855,-0.868206898,-0.264300313,-0.042802731,1,0,0.113301642,-0.161957865,-0.861536073,0,0,-0.07243652953972,-0.1464238,-0.187058608,227.441282813385,7125,Para,0.3496140350877193,0.22355087719298244,2788.75,4.91254754,6.964535321,0.3914035087719298,500966.25,70.31105263157895,4.351929824561403,6812.832379263082,0.004693130832280701
1500347,TS2,7.9,38.275,0.0028376436781609197,0.013748204022988505,0,1,1,1.518355085,1,-1.16486262316907,0.125,0.5,0,0,0,0.5,-0.684491717,-1.005265881,-0.316300254,-0.71766183,1,1,0.006336467,-0.161964996,-1.175201223,1,0,-0.179954207723023,-0.120619947,-0.042216189,227.441282813385,7125,Para,0.3496140350877193,0.22355087719298244,8553,4.91254754,6.964535321,1.200421052631579,530198.75,74.41385964912281,3.756666666666667,8405.805818895064,0.004693130832280701
1500347,TS3,9.45,7.9,0.0033943965517241378,0.0028376436781609197,0,1,1,2.042882912,1,-0.96941617722837,0,1,1,1,1,1,-0.596856098,-0.825957542,-0.316547984,-0.656759335,1,0,-0.125410424,-0.14347868,-1.282021266,1,0,0.0101946075905433,-0.232686827,-0.101857923,227.441282813385,7125,Para,0.3496140350877193,0.22355087719298244,4616.5,4.91254754,6.964535321,0.6479298245614035,583618.6,81.91138245614034,3.67740350877193,16491.971833673644,0.004693130832280701
1500347,TS4,7.2,9.45,0.002586206896551724,0.0033943965517241378,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1504802,TS1,27.375,19.025,0.002169175911251981,0.0015075277337559428,0,0,0,-0.148380884,0,-0.937530851139561,0,1,0,0.5,0.5,0,-0.051835127,-0.524589807,-0.25805202,-0.511706617,0,0,0.113301642,-0.096153948,-0.204828589,0,0,0.0208230496201463,-0.224363929,-0.022881737,1352.51310559792,19516,Para,0.6416273826603812,0.027064972330395575,53797.75,19.66,12.15,2.7565971510555443,173435.75,8.88684925189588,3.3571940971510554,4849.631404630718,0.4974351551783152
1504802,TS2,16.275,27.375,0.001289619651347068,0.002169175911251981,0,1,0,-0.31307616,0,-0.716525199969804,0,1,0,0.5,0.5,0.5,-0.542513942,-0.714069009,-0.299228937,-0.544020192,0,0,0.817404223,-0.118375562,-1.826444921,1,0,0.0944916000100653,-0.349972013,-0.002260174,1352.51310559792,19516,Para,0.6416273826603812,0.027064972330395575,33398.75,19.66,12.15,1.7113522238163559,194030.75,9.942137220741955,2.9570993031358883,7188.5497935826515,0.4974351551783152
1504802,TS3,23.05,16.275,0.0018264659270998415,0.001289619651347068,0,1,1,-0.291810543,0,-0.534202286164278,0,1,1,0,0,1,-0.603169045,-0.627741339,-0.266854436,-0.495122484,1,0,1.312129962,-0.13676984,0.408312954,0,0,0.155265904611907,-0.165481217,0.430110729,1352.51310559792,19516,Para,0.6416273826603812,0.027064972330395575,24351.5,19.66,12.15,1.2477710596433695,215147.8,11.024175035868005,2.8832880713260916,11936.11188860899,0.4974351551783152
1504802,TS4,45.55,23.05,0.0036093502377179077,0.0018264659270998415,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1100205,TS1,417.47499999999997,499.375,0.014282415326719124,0.017084331166609647,0,1,1,0.653758207,1,-1.13141036538293,0,1,1,1,1,0,-0.390032228,1.30442164,-0.200928626,1.999479749,1,1,3.593928095,3.878402676,0.615669459,1,0,-0.0438034551276433,0.785490089,1.302399389,334.720852389716,34631,Rondonia,0.7768762091767492,0.06277612543674742,13777.25,0.801320895,7.832601696,0.3978299789206203,573892.75,16.571648234241,10.85314458144437,14014.974647819872,0.30735387834368055
1100205,TS2,190.5,417.47499999999997,0.006517276770441328,0.014282415326719124,0,1,1,0.316851565,1,-1.15342911304138,0,1,1,0.5,0,1,-0.16297829,1.334573703,-0.188482034,2.644672322,1,1,4.872743005,4.345182542,1.302421209,1,0,-0.05114303768046,0.937964284,1.793791054,334.720852389716,34631,Rondonia,0.7768762091767492,0.06277612543674742,13439.25,0.801320895,7.832601696,0.388069937339378,653750.75,18.87761687505414,12.198528774797147,28336.97390620959,0.30735387834368055
1100205,TS3,284.75,190.5,0.009741703729045502,0.006517276770441328,0,0,0,0.036912657,1,-1.11856492020421,0,1,1,1,1,1,-0.425448899,1.031625536,-0.23856098,1.709114579,1,1,2.749670349,4.351444097,0.594103316,1,0,-0.03952164006807,0.679455039,1.085943416,334.720852389716,34631,Rondonia,0.7768762091767492,0.06277612543674742,28222.25,0.801320895,7.832601696,0.8149418151367273,779092.4,22.496965146833762,14.38719644249372,29587.458529271862,0.30735387834368055
1100205,TS4,371.45,284.75,0.012707834416695176,0.009741703729045502,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5107354,TS1,54.6,53.5,0.016945996275605214,0.016604593420235878,0,0,0,-0.148380884,0,0.0319587164140915,0.25,0,0,0.5,0,0,2.777053367,0.911751022,0.750176891,0.688086456,0,0,0.113301642,-0.135636298,-0.7242541,0,0,0.0939862388046972,0.854511289,-0.152738115,436.139027274408,7465,Mato Grosso,0.39799062290689885,0.18539852645679838,13242.25,3.87326535,38.94,1.7739115874079034,348334.75,46.66239115874079,0.7420629604822505,11431.446881487498,0
5107354,TS2,9.35,54.6,0.0029019242706393544,0.016945996275605214,0,0,0,-0.31307616,0,0.764824821208589,0.125,0,0,0.5,0,0,3.382376634,0.175537061,1.012720943,0.654483655,1,0,0.817404223,-0.144529223,-1.915298825,1,1,0.296608273736196,1.037519716,0.22552635,436.139027274408,7465,Mato Grosso,0.39799062290689885,0.18539852645679838,33038.75,3.87326535,38.94,4.42582049564635,396059.5,53.055525787006026,0.6702947086403215,28896.16787409443,0
5107354,TS3,5.7,9.35,0.0017690875232774675,0.0029019242706393544,0,1,1,-0.291810543,0,0.297046072294891,0.25,0,0,0,0,0,2.339664723,0.235939196,0.557638813,-0.317541219,0,0,-0.125410424,-0.15018752,-1.005147865,0,1,0.182348690764964,0.469283586,-0.032639572,436.139027274408,7465,Mato Grosso,0.39799062290689885,0.18539852645679838,89462.25,3.87326535,38.94,11.984226389819156,357951,47.95056932350971,0.7186202277294039,55786.09376456333,0
5107354,TS4,1.75,5.7,5.431409062693979e-4,0.0017690875232774675,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5100250,TS1,74.74999999999999,194.79999999999998,0.016317397948046274,0.04252346649203231,0.5,1,1,-0.148380884,0,-0.772515333049121,0.5,1,0,0.5,0,0,0.663201984,2.237495411,0.354628492,2.826735202,1,0,0.983458256,0.798779332,-1.011140532,0,1,0.242494888983626,1.180343515,0.243079431,332.741184700649,8986,Mato Grosso,0.4410193634542622,0,10033.75,11.02,0.690403236,1.11659804139773,748569.5,83.30397284665034,5.420181393278433,10571.708679160058,0.014945469632762073
5100250,TS2,4.375,74.74999999999999,9.55031652477625e-4,0.016317397948046274,0.5,1,1,-0.31307616,0,-0.689315265872572,0.375,1,1,1,0.5,0,1.20179,2.178040532,0.387181664,2.911312395,1,1,-0.80473129,0.657516374,0.567777471,1,1,0.228561578042476,1.446387432,0.440761545,332.741184700649,8986,Mato Grosso,0.4410193634542622,0,6041.5,11.02,0.690403236,0.6723236145114623,833218.5,92.72407077676385,5.547629646116181,15935.331287235964,0.014971896835076786
5100250,TS3,8.5,4.375,0.0018554900676708143,9.55031652477625e-4,0,1,1,-0.291810543,0,-0.552727688983592,0.25,1,1,1,1,1,1.263596149,2.545379308,0.512461883,3.527262473,1,0,0.593359769,0.621329076,-1.169223528,1,1,0.232424103672136,1.474783302,0.35603406,332.741184700649,8986,Mato Grosso,0.4410193634542622,0,14439.25,11.02,0.690403236,1.6068606721566883,769140.4,85.59318940574227,5.556170709993323,31721.503572662496,0.014971896835076786
5100250,TS4,10.25,8.5,0.002237502728661864,0.0018554900676708143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5105507,TS1,36.974999999999994,147.4,0.012816291161178507,0.05109185441941075,0.5,1,0,-0.148380884,0,-0.367508364264942,0.5,0,0,0,0,0,-0.043927748,-0.223770369,-0.213936151,-0.007253149,0,0,-0.756854971,-0.135636298,0.649535691,1,0,0.0441638785783527,-0.081481236,0.22317018,298.351838333038,13521,Mato Grosso,0.1789808446120849,0.014200133126248059,10265,0.349298586,0.125636443,0.7591894090673766,851363.25,62.96599733747504,1.0657125952222468,12666.67129324404,0.12429545065971452
5105507,TS2,19.974999999999998,36.974999999999994,0.00692374350086655,0.012816291161178507,0,1,1,-0.31307616,0,-0.294427484343049,0.25,1,1,0,0.5,0,0.194218688,-0.424149185,8.73831e-4,-0.330290295,1,0,0.006336467,-0.135811336,0.027460424,1,0,0.31852417188565,0.073442173,0.258449223,298.351838333038,13521,Mato Grosso,0.1789808446120849,0.014200133126248059,13580,0.349298586,0.125636443,1.0043635825752533,863050.25,63.83035648250869,1.0801715849419422,18519.972612119138,0.12429545065971452
